"사고유형별","도로종류별","월별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"충돌","시도","2월","사망자수[명]","명","18","10","9","16","3",
"충돌","시도","2월","부상자수[명]","명","3458","3653","3179","2551","2644",
"충돌","시도","3월","사고건수[건]","건","2663","2240","2354","1920","2141",
"충돌","시도","3월","사망자수[명]","명","21","25","7","11","11",
"충돌","시도","3월","부상자수[명]","명","4225","3584","3500","2838","3161",
"충돌","시도","4월","사고건수[건]","건","2746","2416","2507","2276","2228",
"충돌","시도","4월","사망자수[명]","명","21","17","16","18","15",
"충돌","시도","4월","부상자수[명]","명","4380","3696","3770","3438","3356",
"충돌","시도","5월","사고건수[건]","건","3051","2573","2329","2427","2324",
"충돌","시도","5월","사망자수[명]","명","24","15","13","19","11",
"충돌","시도","5월","부상자수[명]","명","4843","4011","3539","3560","3472",
"충돌","시도","6월","사고건수[건]","건","2709","2793","2437","2227","2246",
"충돌","시도","6월","사망자수[명]","명","14","21","15","19","13",
"충돌","시도","6월","부상자수[명]","명","4329","4343","3681","3304","3325",
"충돌","시도","7월","사고건수[건]","건","2729","2612","2656","2263","2291",
"충돌","시도","7월","사망자수[명]","명","23","15","19","23","13",
"충돌","시도","7월","부상자수[명]","명","4224","4043","3941","3453","3338",
"충돌","시도","8월","사고건수[건]","건","2849","2517","2282","2293","2381",
"충돌","시도","8월","사망자수[명]","명","14","18","12","18","20",
"충돌","시도","8월","부상자수[명]","명","4534","4056","3495","3438","3625",
"충돌","시도","9월","사고건수[건]","건","2611","2535","2376","2208","2321",
"충돌","시도","9월","사망자수[명]","명","32","22","18","22","11",
"충돌","시도","9월","부상자수[명]","명","4176","3821","3550","3287","3530",
"충돌","시도","10월","사고건수[건]","건","2856","2626","2521","2344","2123",
"충돌","시도","10월","사망자수[명]","명","15","13","24","21","12",
"충돌","시도","10월","부상자수[명]","명","4387","4015","3755","3498","3173",
"충돌","시도","11월","사고건수[건]","건","2854","2574","2391","2293","2281",
"충돌","시도","11월","사망자수[명]","명","18","13","21","19","14",
"충돌","시도","11월","부상자수[명]","명","4477","3950","3604","3391","3290",
"충돌","시도","12월","사고건수[건]","건","2627","2250","2361","2022","2179",
"충돌","시도","12월","사망자수[명]","명","20","17","18","12","9",
"충돌","시도","12월","부상자수[명]","명","4117","3359","3505","3144","3298",
"충돌","군도","전체","사고건수[건]","건","4007","3943","3538","3568","3636",
"충돌","군도","전체","사망자수[명]","명","65","42","54","48","36",
"충돌","군도","전체","부상자수[명]","명","6523","6207","5562","5587","5687",
"충돌","군도","1월","사고건수[건]","건","238","306","228","234","242",
"충돌","군도","1월","사망자수[명]","명","4","2","3","0","0",
"충돌","군도","1월","부상자수[명]","명","351","505","361","376","356",
"충돌","군도","2월","사고건수[건]","건","228","245","203","215","238",
"충돌","군도","2월","사망자수[명]","명","2","3","1","4","4",
"충돌","군도","2월","부상자수[명]","명","387","373","287","345","349",
"충돌","군도","3월","사고건수[건]","건","303","268","248","268","233",
"충돌","군도","3월","사망자수[명]","명","3","5","1","2","5",
"충돌","군도","3월","부상자수[명]","명","500","418","378","386","385",
"충돌","군도","4월","사고건수[건]","건","324","305","318","325","289",
"충돌","군도","4월","사망자수[명]","명","7","2","3","2","2",
"충돌","군도","4월","부상자수[명]","명","535","483","509","504","445",
"충돌","군도","5월","사고건수[건]","건","368","360","318","375","341",
"충돌","군도","5월","사망자수[명]","명","11","5","7","7","2",
"충돌","군도","5월","부상자수[명]","명","587","581","499","562","530",
"충돌","군도","6월","사고건수[건]","건","383","410","360","326","292",
"충돌","군도","6월","사망자수[명]","명","1","4","7","5","3",
"충돌","군도","6월","부상자수[명]","명","645","629","589","530","450",
"충돌","군도","7월","사고건수[건]","건","381","350","343","340","355",
"충돌","군도","7월","사망자수[명]","명","6","3","8","7","2",
"충돌","군도","7월","부상자수[명]","명","604","570","565","568","564",
"충돌","군도","8월","사고건수[건]","건","395","373","318","333","378",
"충돌","군도","8월","사망자수[명]","명","7","6","4","3","1",
"충돌","군도","8월","부상자수[명]","명","645","628","497","550","635",
"충돌","군도","9월","사고건수[건]","건","346","318","295","320","335",
"충돌","군도","9월","사망자수[명]","명","3","5","3","6","3",
"충돌","군도","9월","부상자수[명]","명","635","490","461","470","545",
"충돌","군도","10월","사고건수[건]","건","410","382","329","326","344",
"충돌","군도","10월","사망자수[명]","명","9","1","6","2","5",
"충돌","군도","10월","부상자수[명]","명","598","577","515","528","547",
"충돌","군도","11월","사고건수[건]","건","345","341","317","286","318",
"충돌","군도","11월","사망자수[명]","명","5","2","7","5","7",
"충돌","군도","11월","부상자수[명]","명","566","517","513","399","472",
"충돌","군도","12월","사고건수[건]","건","286","285","261","220","271",
"충돌","군도","12월","사망자수[명]","명","7","4","4","5","2",
"충돌","군도","12월","부상자수[명]","명","470","436","388","369","409",
"충돌","고속국도","전체","사고건수[건]","건","1101","1279","1509","1333","1574",
"충돌","고속국도","전체","사망자수[명]","명","13","33","12","10","25",
"충돌","고속국도","전체","부상자수[명]","명","2055","2269","2478","2374","2753",
"충돌","고속국도","1월","사고건수[건]","건","63","86","123","125","98",
"충돌","고속국도","1월","사망자수[명]","명","0","3","0","2","3",
"충돌","고속국도","1월","부상자수[명]","명","111","167","202","239","170",
"충돌","고속국도","2월","사고건수[건]","건","68","91","119","91","98",
"충돌","고속국도","2월","사망자수[명]","명","0","1","2","0","3",
"충돌","고속국도","2월","부상자수[명]","명","107","156","208","172","153",
"충돌","고속국도","3월","사고건수[건]","건","85","79","131","73","101",
"충돌","고속국도","3월","사망자수[명]","명","0","2","1","0","1",
"충돌","고속국도","3월","부상자수[명]","명","135","137","204","128","163",
"충돌","고속국도","4월","사고건수[건]","건","87","106","106","108","137",
"충돌","고속국도","4월","사망자수[명]","명","1","0","1","1","3",
"충돌","고속국도","4월","부상자수[명]","명","168","166","174","157","284",
"충돌","고속국도","5월","사고건수[건]","건","114","115","130","98","140",
"충돌","고속국도","5월","사망자수[명]","명","1","3","3","0","1",
"충돌","고속국도","5월","부상자수[명]","명","232","212","219","206","242",
"충돌","고속국도","6월","사고건수[건]","건","93","107","138","94","130",
"충돌","고속국도","6월","사망자수[명]","명","6","6","1","1","2",
"충돌","고속국도","6월","부상자수[명]","명","177","183","211","154","214",
"충돌","고속국도","7월","사고건수[건]","건","85","118","142","146","112",
"충돌","고속국도","7월","사망자수[명]","명","0","6","0","1","1",
"충돌","고속국도","7월","부상자수[명]","명","170","245","235","270","200",
"충돌","고속국도","8월","사고건수[건]","건","96","73","127","103","157",
"충돌","고속국도","8월","사망자수[명]","명","0","2","1","3","1",
"충돌","고속국도","8월","부상자수[명]","명","187","149","221","189","273",
"충돌","고속국도","9월","사고건수[건]","건","98","108","121","115","167",
"충돌","고속국도","9월","사망자수[명]","명","3","2","0","0","3",
"충돌","고속국도","9월","부상자수[명]","명","199","184","208","197","285",
"충돌","고속국도","10월","사고건수[건]","건","95","118","118","138","143",
"충돌","고속국도","10월","사망자수[명]","명","1","1","0","1","3",
"충돌","고속국도","10월","부상자수[명]","명","176","234","200","264","228",
"충돌","고속국도","11월","사고건수[건]","건","119","152","129","129","138",
"충돌","고속국도","11월","사망자수[명]","명","0","6","1","0","4",
"충돌","고속국도","11월","부상자수[명]","명","225","246","202","203","282",
"충돌","고속국도","12월","사고건수[건]","건","98","126","125","113","153",
"충돌","고속국도","12월","사망자수[명]","명","1","1","2","1","0",
"충돌","고속국도","12월","부상자수[명]","명","168","190","194","195","259",
"충돌","기타/불명","전체","사고건수[건]","건","4413","3080","3598","3588","3284",
"충돌","기타/불명","전체","사망자수[명]","명","28","16","8","15","9",
"충돌","기타/불명","전체","부상자수[명]","명","6648","4650","5233","5255","4669",
"충돌","기타/불명","1월","사고건수[건]","건","261","218","171","232","181",
"충돌","기타/불명","1월","사망자수[명]","명","1","1","0","1","0",
"충돌","기타/불명","1월","부상자수[명]","명","375","359","249","344","264",
"충돌","기타/불명","2월","사고건수[건]","건","223","200","196","200","181",
"충돌","기타/불명","2월","사망자수[명]","명","1","1","0","1","1",
"충돌","기타/불명","2월","부상자수[명]","명","347","309","280","292","253",
"충돌","기타/불명","3월","사고건수[건]","건","290","236","298","257","246",
"충돌","기타/불명","3월","사망자수[명]","명","1","0","1","0","1",
"충돌","기타/불명","3월","부상자수[명]","명","436","362","410","368","336",
"충돌","기타/불명","4월","사고건수[건]","건","332","268","305","282","232",
"충돌","기타/불명","4월","사망자수[명]","명","3","2","0","1","0",
"충돌","기타/불명","4월","부상자수[명]","명","492","381","438","413","336",
"충돌","기타/불명","5월","사고건수[건]","건","361","299","334","355","321",
"충돌","기타/불명","5월","사망자수[명]","명","4","2","0","1","2",
"충돌","기타/불명","5월","부상자수[명]","명","555","467","489","502","451",
"충돌","기타/불명","6월","사고건수[건]","건","401","286","324","299","325",
"충돌","기타/불명","6월","사망자수[명]","명","2","2","0","1","1",
